PTNUM,DyadID,mth,ECR1,ECR2,ECR3,ECR4,ECR5,ECR6,ECR7,ECR8,ECR9,ECR10,ECR11,ECR12,ECR13,ECR14,ECR15,ECR16,ECR17,ECR18,ECR19,ECR20,ECR21,ECR22,ECR23,ECR24,ECR25,ECR26,ECR27,ECR28,ECR29,ECR30,ECR31,ECR32,ECR33,ECR34,ECR35,ECR36,UsrID
2222,0,0,2,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,22220
8000,0,0,3,4,7,4,5,5,1,3,1,6,4,5,1,1,7,1,1,1,5,1,7,4,1,1,1,1,5,1,7,1,4,1,1,1,4,1,80000
8000,0,3,4,4,7,4,5,5,3,3,3,3,7,3,3,3,5,3,3,3,7,3,3,3,3,3,5,3,5,3,5,3,5,5,5,3,4,3,80000
8000,0,6,2,5,5,4,5,3,5,1,4,3,4,3,3,3,5,3,3,3,5,3,3,3,4,3,5,3,5,3,5,3,5,1,5,3,5,3,80000
8000,0,9,4,5,7,3,4,3,4,3,5,3,5,3,3,3,4,3,3,3,5,3,3,5,4,3,4,3,4,3,4,3,5,3,4,3,5,3,80000
8000,1,0,4,6,5,3,7,5,1,4,2,4,4,4,2,2,4,2,1,4,4,2,7,3,3,2,4,2,4,4,2,4,4,4,4,2,3,1,80001
8000,1,3,5,1,3,7,4,5,1,4,5,7,4,7,1,2,4,4,7,4,3,6,7,4,4,6,1,2,6,2,7,2,1,1,7,1,1,1,80001
8000,1,6,5,6,4,2,2,2,4,1,4,4,1,4,4,1,4,1,1,1,1,1,7,7,5,3,1,4,1,4,1,5,4,4,4,2,1,1,80001
8000,1,9,4,7,3,4,2,4,4,2,7,4,2,6,4,NA,1,2,1,7,1,1,7,7,7,1,1,4,1,1,1,7,4,4,1,1,1,1,80001
8000,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80001
8001,0,0,2,1,6,7,7,7,1,6,2,7,5,2,1,6,7,2,7,6,6,7,1,1,1,7,6,2,6,2,7,1,7,2,7,4,5,6,80010
8001,0,3,2,2,7,7,6,5,3,6,3,6,6,2,3,6,7,6,6,6,6,5,2,5,2,7,6,6,6,5,5,4,6,6,5,3,6,6,80010
8001,0,6,2,1,6,7,6,7,2,7,2,6,6,5,2,6,5,5,6,7,6,7,2,1,2,7,6,6,6,6,6,7,6,5,3,3,3,6,80010
8001,0,9,4,3,6,6,5,6,6,5,2,5,6,6,2,6,3,2,5,6,4,5,2,2,3,7,5,6,5,6,5,6,6,5,5,2,4,5,80010
8001,1,0,6,6,5,2,3,3,4,5,6,3,4,5,6,3,4,2,2,5,2,4,6,5,5,5,6,2,5,3,3,2,6,6,6,2,6,6,80011
8001,1,3,7,7,5,2,4,4,4,4,4,4,4,4,6,2,NA,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80011
8001,1,6,4,4,4,4,4,4,4,NA,4,4,4,4,4,4,4,4,4,4,4,NA,6,5,NA,6,4,4,4,4,4,4,NA,3,NA,4,6,4,80011
8001,1,9,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,5,3,5,4,4,4,4,4,4,80011
8001,1,12,4,4,4,4,4,4,4,4,4,5,5,5,3,5,5,4,5,5,5,3,4,5,4,5,5,4,4,5,5,3,4,5,3,3,4,4,80011
8002,0,0,3,6,7,2,6,3,3,3,2,1,6,1,3,2,6,1,1,1,6,4,5,6,2,3,6,2,6,3,3,3,6,1,7,1,6,1,80020
8002,1,0,7,1,5,7,7,7,1,7,5,6,2,2,1,7,2,4,1,5,2,6,7,1,2,6,2,3,3,5,2,6,5,1,4,7,3,7,80021
8003,0,0,2,5,6,3,5,5,2,3,3,3,6,2,1,3,6,2,4,2,5,3,2,6,2,1,6,2,5,1,5,2,6,1,6,1,5,1,80030
8003,0,3,2,7,7,2,6,5,1,3,2,5,6,2,2,2,6,4,5,2,5,3,2,6,1,2,6,3,6,4,5,2,6,3,5,2,5,2,80030
8003,0,6,2,4,6,3,5,5,3,4,2,3,6,3,3,3,5,2,4,3,5,3,4,5,3,2,4,3,5,3,4,2,5,4,5,3,5,4,80030
8003,0,12,2,6,6,2,6,2,2,3,2,4,6,4,3,3,6,3,5,2,6,4,4,6,2,2,6,2,6,2,5,2,6,4,5,3,5,2,80030
8003,1,0,1,5,6,2,5,5,2,2,2,2,5,1,1,2,7,3,5,2,6,6,2,6,1,1,7,2,7,1,5,2,7,1,7,2,6,3,80031
8003,1,3,1,2,6,3,7,5,2,4,2,3,6,3,2,3,7,5,5,2,6,5,5,3,1,3,7,5,7,3,4,5,7,2,7,1,6,3,80031
8003,1,6,1,6,6,2,7,3,1,1,2,3,6,1,2,1,7,4,5,1,6,2,2,6,1,1,7,2,6,1,6,2,7,1,7,3,6,5,80031
8003,1,9,4,3,5,5,5,5,3,2,3,5,5,4,3,4,6,4,3,4,5,5,3,4,2,3,6,4,5,2,5,5,6,1,7,3,5,4,80031
8003,1,12,2,2,5,5,5,5,3,5,4,5,3,3,4,5,5,5,3,5,5,4,5,3,3,5,6,4,5,3,3,4,6,2,5,4,5,5,80031
8004,0,0,1,4,7,4,6,2,1,1,1,1,7,1,1,1,1,4,7,1,7,1,1,2,1,1,7,1,7,1,6,1,6,1,7,1,6,1,80040
8004,0,3,1,3,6,5,7,5,2,5,1,6,7,5,1,4,7,4,5,4,7,5,3,2,1,5,7,4,4,4,6,4,5,4,7,4,5,5,80040
8004,0,12,2,3,7,4,7,5,2,4,2,4,7,4,5,4,6,4,7,4,6,5,4,3,4,5,6,4,6,1,6,5,6,1,7,4,4,6,80040
8004,1,0,2,3,7,3,7,5,2,5,1,2,7,1,2,5,7,5,5,1,7,2,2,3,1,1,6,1,7,1,6,1,7,1,7,6,7,7,80041
8004,1,3,1,1,6,5,7,6,3,4,2,4,5,1,5,6,6,6,6,4,6,4,2,1,2,2,6,3,6,1,6,2,5,1,6,6,4,7,80041
8004,1,6,1,3,6,3,7,4,4,3,2,2,7,1,5,2,7,1,6,3,5,4,4,4,2,1,3,2,7,2,5,2,6,1,7,7,4,7,80041
8004,1,9,1,1,6,6,6,6,6,6,3,4,4,2,3,6,7,7,4,4,4,6,4,1,3,4,5,4,5,1,4,1,6,1,7,7,5,7,80041
8004,1,12,1,3,5,5,5,5,6,6,3,4,3,1,6,6,5,4,5,1,4,6,5,1,4,1,6,1,5,1,4,1,7,1,6,6,4,6,80041
8005,0,0,3,7,6,2,3,5,3,2,5,3,3,2,2,2,5,2,5,2,5,3,3,6,3,3,5,5,6,3,6,2,6,2,6,3,5,6,80050
8005,0,3,3,6,5,3,5,5,3,2,5,2,5,2,2,3,3,3,6,3,5,3,3,6,3,3,5,2,5,1,5,2,6,2,6,5,5,6,80050
8005,0,6,2,5,3,3,5,5,5,3,5,3,5,3,5,5,5,2,5,3,5,3,3,6,3,3,6,3,6,3,6,2,6,2,5,3,5,6,80050
8005,0,9,3,5,5,3,5,5,5,3,5,3,3,3,5,3,5,2,5,3,5,3,3,2,3,2,4,3,5,3,3,2,5,3,5,3,5,6,80050
8005,0,12,5,5,5,3,3,5,5,3,5,5,3,5,3,3,5,2,5,3,5,3,3,6,3,3,5,3,5,3,5,3,5,2,6,2,5,7,80050
8005,1,0,5,4,4,5,4,5,5,5,5,4,4,6,4,4,4,4,4,5,4,4,5,4,5,4,5,4,5,4,4,7,5,5,5,5,4,4,80051
8005,1,3,5,7,4,5,7,7,5,6,4,4,4,5,5,5,5,6,4,5,3,5,6,3,3,3,5,4,5,6,3,7,5,5,3,5,3,7,80051
8005,1,6,3,3,5,5,6,7,3,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,3,5,6,5,5,5,3,6,5,3,5,5,3,5,80051
8005,1,9,5,5,4,5,5,5,4,5,5,4,3,6,4,4,5,4,3,4,3,5,6,4,4,3,5,4,5,5,2,6,5,5,4,4,3,2,80051
8005,1,12,5,3,4,5,3,5,3,4,4,4,4,6,3,4,3,5,3,3,4,5,5,5,3,3,1,4,5,4,3,7,5,7,4,3,3,7,80051
8006,0,0,1,6,7,5,7,4,2,2,2,5,4,6,2,2,6,5,4,1,5,2,2,6,2,2,6,2,6,5,6,4,6,5,6,3,5,2,80060
8006,0,3,2,6,6,4,5,4,2,4,4,5,5,4,2,2,5,5,4,2,6,4,2,4,2,4,6,4,6,3,5,2,6,5,5,3,5,2,80060
8006,0,6,2,4,6,5,6,5,2,4,3,5,6,3,1,4,6,6,4,2,5,4,2,1,2,2,6,5,6,4,5,2,6,5,6,2,4,2,80060
8006,0,9,2,5,6,4,6,5,2,4,2,5,3,5,2,2,6,5,4,2,6,5,4,2,2,3,6,4,6,5,4,4,6,5,5,3,5,2,80060
8006,0,12,2,6,6,4,5,5,2,2,2,4,4,5,2,2,5,4,4,2,5,5,5,6,3,2,5,5,6,3,5,2,6,5,5,2,5,2,80060
8006,1,0,4,4,3,6,4,6,5,6,6,5,3,7,3,5,3,3,6,5,4,5,2,3,3,2,6,3,6,3,6,2,6,4,7,4,5,6,80061
8006,1,3,5,2,5,6,5,6,4,6,5,5,4,6,4,6,2,3,5,4,5,4,2,4,3,4,5,3,5,5,5,3,5,4,5,6,5,5,80061
8006,1,6,3,5,6,4,5,5,2,5,3,5,5,5,3,4,5,2,6,4,6,4,2,5,2,4,4,2,6,4,6,3,6,4,6,6,4,6,80061
8006,1,9,2,4,6,5,5,4,2,5,3,4,2,3,4,4,6,2,6,4,5,3,2,4,2,2,6,2,6,2,6,2,6,4,6,3,6,6,80061
8006,1,12,3,4,6,5,6,2,2,6,2,4,6,4,2,5,6,2,6,2,6,4,2,3,2,2,6,4,6,3,6,2,6,4,6,3,5,5,80061
8007,0,0,1,5,7,1,7,3,1,2,1,1,7,1,1,2,7,1,6,1,7,1,1,6,1,2,7,1,7,1,7,1,7,1,7,1,7,2,80070
8007,0,3,1,2,6,5,7,4,2,7,1,4,6,4,2,7,7,2,6,4,6,2,2,2,2,4,6,4,6,6,5,4,6,2,6,2,5,7,80070
8007,1,0,1,7,7,2,7,3,2,1,1,1,7,2,2,1,7,5,3,2,7,4,5,7,2,2,7,2,7,3,3,2,7,1,7,5,7,4,80071
8007,1,3,2,5,6,3,6,5,3,2,2,3,5,5,3,3,6,3,3,3,5,5,5,6,3,3,5,3,6,5,4,3,6,3,6,5,5,5,80071
8007,1,9,2,6,7,3,7,6,2,5,3,5,7,5,3,2,6,5,2,2,7,5,6,6,3,5,5,3,6,1,2,5,7,1,7,5,6,5,80071
8007,1,12,2,5,6,5,7,5,2,2,3,5,6,6,2,2,6,4,3,3,5,3,5,5,3,3,3,3,6,3,3,5,6,3,5,4,3,2,80071
8008,0,0,2,5,6,3,6,6,2,5,2,6,2,6,2,3,2,2,2,6,6,6,7,3,4,2,6,6,6,4,2,4,6,2,7,6,4,6,80080
8008,0,3,2,2,5,5,5,7,5,7,5,7,3,5,3,6,5,3,3,7,3,7,6,4,3,1,5,4,5,4,4,4,5,2,6,7,4,6,80080
8008,0,6,3,3,4,4,4,7,5,7,5,7,3,4,5,7,4,1,1,7,4,7,5,3,4,2,6,4,6,7,4,3,6,2,5,7,5,7,80080
8008,0,12,2,2,6,6,5,7,5,7,4,6,5,4,4,5,5,2,2,6,5,6,6,5,3,3,5,6,5,4,4,4,7,2,7,7,5,7,80080
8008,1,0,2,2,4,6,3,3,3,5,2,3,5,4,2,4,5,6,3,3,5,5,3,2,2,3,7,3,5,4,3,6,5,2,5,6,2,6,80081
8008,1,3,5,6,5,6,3,3,5,5,3,3,3,4,5,5,3,6,5,3,5,5,NA,2,3,5,5,2,6,3,7,6,6,3,6,6,6,3,80081
8008,1,6,2,4,6,3,5,3,3,5,3,4,5,5,3,3,2,4,6,2,3,3,3,2,2,2,7,5,6,4,5,3,6,3,6,3,4,7,80081
8008,1,12,2,5,4,3,3,3,3,5,3,2,4,3,4,3,5,5,5,2,3,3,3,3,3,3,3,3,4,3,4,5,4,4,4,4,3,6,80081
8009,0,0,2,3,6,4,7,7,2,5,2,4,6,4,2,5,6,3,4,4,6,5,3,6,3,3,6,5,6,2,5,2,7,4,6,5,5,6,80090
8009,0,3,3,4,5,4,6,5,3,4,2,3,5,6,3,5,6,3,5,4,5,5,4,4,3,2,6,5,6,3,5,3,6,2,6,6,5,5,80090
8009,0,6,3,5,5,5,6,5,4,5,3,5,5,5,3,4,5,4,5,4,5,5,3,4,3,3,5,5,5,4,5,3,6,5,6,5,4,5,80090
8009,0,9,3,6,5,6,6,5,2,4,3,4,5,6,3,4,6,5,3,4,4,4,3,5,2,1,5,6,5,5,4,3,7,5,6,5,3,4,80090
8009,0,12,3,5,4,6,5,5,4,5,3,5,4,5,3,3,5,3,4,4,4,4,4,5,3,2,6,4,6,4,4,2,6,4,5,5,3,5,80090
8009,1,0,5,3,5,6,5,6,6,5,4,4,4,4,5,5,5,6,5,5,5,6,3,3,4,5,5,4,5,4,3,3,6,6,5,6,5,7,80091
8009,1,3,4,3,4,6,3,5,6,6,4,3,4,4,5,5,4,3,4,3,4,4,6,3,4,5,4,4,5,5,4,3,5,3,5,5,5,6,80091
8009,1,6,3,4,5,5,4,5,4,4,4,3,5,3,5,5,5,5,3,4,5,5,5,3,3,3,5,3,5,4,3,2,5,2,5,5,5,6,80091
8009,1,9,4,5,4,5,3,4,5,5,4,4,3,2,6,3,6,4,5,3,5,3,6,3,5,4,5,4,5,3,4,3,5,5,5,4,5,6,80091
8009,1,12,4,4,5,5,3,3,5,3,4,3,3,2,4,3,5,2,5,4,5,3,6,5,3,2,5,3,5,2,3,3,5,2,5,3,4,5,80091
8010,0,0,4,4,6,4,5,2,2,2,2,1,6,1,2,1,5,2,5,2,5,2,2,6,2,2,5,2,5,6,5,2,5,7,5,2,4,2,80100
8010,1,0,2,4,6,5,7,6,2,5,2,4,6,5,2,4,6,3,5,2,6,4,4,3,1,2,6,4,6,4,4,3,6,2,6,3,5,5,80101
8010,1,3,1,6,6,3,6,3,2,2,2,2,6,2,2,2,7,3,3,1,6,4,5,5,2,1,7,3,7,2,5,2,7,1,6,2,5,2,80101
8010,1,9,1,5,6,2,6,5,1,2,2,4,6,3,2,2,2,3,4,2,5,5,3,5,2,2,7,2,7,2,5,2,7,2,6,NA,5,4,80101
8010,1,12,2,6,6,2,7,3,2,2,2,2,6,3,2,2,6,3,4,2,6,3,4,5,2,2,6,2,6,3,5,1,6,2,6,2,5,5,80101
8011,0,0,5,5,5,3,5,3,5,2,3,2,2,2,1,2,5,3,2,3,5,3,2,3,3,2,4,3,3,2,2,2,6,2,2,2,5,2,80110
8011,0,3,5,4,3,4,4,3,5,5,4,4,3,4,5,5,4,3,3,5,5,4,5,4,3,4,5,5,3,4,4,5,5,3,4,3,4,4,80110
8011,0,6,5,5,6,4,3,5,4,5,3,4,5,5,3,3,5,5,3,6,5,3,5,2,3,5,6,5,5,3,3,5,3,5,4,2,5,5,80110
8011,0,9,4,5,4,3,4,3,4,5,5,5,4,3,4,5,4,5,4,4,3,4,4,5,5,4,4,3,2,3,4,4,4,5,5,4,5,4,80110
8011,1,0,1,4,7,4,7,5,1,5,1,3,7,2,1,4,7,1,5,1,7,1,1,2,1,2,7,1,7,2,4,1,7,1,7,1,5,1,80111
8011,1,3,1,5,7,4,7,4,1,3,1,1,1,1,1,3,7,1,7,1,7,1,1,7,1,2,7,1,7,2,7,1,7,1,7,1,7,2,80111
8011,1,6,1,5,7,3,7,2,1,2,1,1,7,1,1,2,7,1,7,1,7,1,1,2,1,2,7,1,7,1,7,1,7,1,7,1,7,1,80111
8011,1,9,1,5,7,5,7,1,1,2,1,1,7,1,1,2,7,2,7,1,7,1,7,5,1,3,7,1,7,2,7,1,7,2,7,1,6,2,80111
8011,1,12,1,2,7,5,7,4,1,2,1,1,7,2,1,2,7,1,7,1,7,1,1,7,1,2,7,1,7,1,7,1,7,2,7,1,6,1,80111
8012,1,0,7,2,7,5,6,6,2,5,1,2,5,5,2,5,5,6,5,7,5,5,3,2,1,6,7,3,7,7,6,4,7,2,7,7,5,6,80121
8013,0,0,1,1,7,1,4,2,1,1,1,1,7,1,1,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,7,1,4,1,7,1,4,1,80130
8013,0,3,1,1,7,1,7,1,1,1,1,1,7,4,1,1,7,1,7,1,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,4,1,80130
8013,0,6,4,1,7,1,7,1,1,1,1,4,1,4,1,1,7,4,4,4,7,1,1,1,1,1,7,1,7,1,7,1,7,4,7,1,4,1,80130
8013,0,9,2,1,7,4,4,1,1,1,1,4,4,4,1,1,7,1,4,1,4,4,4,7,1,1,6,1,7,1,4,1,4,4,6,1,4,1,80130
8013,0,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,80130
8013,1,0,1,3,3,4,3,4,4,6,5,4,4,5,1,4,4,1,4,3,3,1,1,1,3,4,2,1,4,1,1,4,4,1,2,1,7,7,80131
8013,1,3,1,4,4,4,7,6,6,5,1,4,3,3,4,4,3,4,4,3,5,1,1,4,1,5,4,1,4,2,4,4,5,3,7,1,5,5,80131
8013,1,6,7,1,4,5,2,7,6,7,4,6,4,6,6,7,2,7,6,6,2,4,1,1,2,7,3,1,2,6,3,4,3,6,5,6,1,7,80131
8013,1,9,4,5,3,4,2,6,7,5,3,4,3,5,4,5,1,4,7,5,4,4,4,2,4,5,4,2,1,4,6,4,2,4,4,4,3,5,80131
8013,1,12,3,2,3,4,4,4,6,4,4,7,1,7,4,5,3,1,7,6,3,7,4,6,3,6,3,3,3,3,3,3,4,4,4,2,3,5,80131
8014,0,0,1,7,7,1,7,1,1,1,1,1,7,1,1,1,7,1,5,1,7,1,1,7,1,1,7,1,7,1,7,1,7,2,7,1,6,3,80140
8014,0,3,1,7,7,1,6,1,1,1,1,1,7,1,1,1,7,1,6,2,7,1,1,7,1,2,6,1,7,1,7,1,7,1,7,1,6,1,80140
8014,0,6,1,7,7,1,6,1,1,1,1,1,1,1,1,1,7,1,6,2,6,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,6,2,80140
8014,0,9,1,7,7,1,7,1,1,1,1,1,7,1,1,1,6,1,6,1,7,1,1,7,1,1,7,1,7,1,6,1,7,1,7,1,6,1,80140
8014,0,12,1,7,7,1,6,1,1,1,1,1,7,1,1,1,7,1,7,1,7,1,7,7,1,1,7,1,7,1,7,1,7,1,7,1,7,2,80140
8014,1,0,1,2,7,3,7,1,1,6,1,1,7,1,1,5,7,1,5,1,7,1,2,3,1,6,7,1,7,2,6,1,7,1,7,2,6,5,80141
8014,1,3,1,3,7,2,7,1,1,5,1,1,7,1,1,5,7,1,6,1,7,1,2,4,1,4,7,1,7,2,6,1,7,1,7,2,7,4,80141
8014,1,6,1,3,7,2,7,1,1,4,1,1,7,1,1,3,7,1,6,1,7,1,2,3,1,5,7,1,7,2,6,1,7,1,7,2,7,2,80141
8014,1,9,1,3,7,3,7,1,1,5,1,1,7,1,1,5,7,1,7,1,7,1,1,3,1,2,7,1,7,1,7,1,7,1,7,2,7,3,80141
8014,1,12,1,5,7,2,7,1,1,3,1,1,7,1,1,3,7,1,7,1,7,1,1,2,1,2,7,1,7,1,7,1,7,1,7,1,7,2,80141
8015,0,0,6,1,6,5,1,1,1,1,1,1,7,1,1,1,5,1,4,2,1,1,1,7,1,2,6,1,6,1,7,1,6,1,6,1,6,1,80150
8015,0,3,3,2,7,5,7,1,2,1,1,1,7,1,1,4,7,1,6,1,6,1,1,1,1,1,6,1,7,1,7,1,7,1,7,1,7,1,80150
8015,0,6,1,1,7,1,6,1,1,1,1,6,1,6,1,1,5,1,4,2,4,1,1,1,1,2,6,1,6,1,4,1,6,1,6,1,6,1,80150
8015,0,9,3,1,6,4,4,4,1,4,1,4,4,4,1,3,4,1,4,4,1,4,2,4,1,1,4,2,4,4,4,4,4,4,4,1,4,1,80150
8015,0,12,4,5,4,3,3,2,2,1,4,4,3,4,2,2,4,2,1,1,4,2,6,4,2,1,4,2,4,2,1,2,4,2,4,1,4,1,80150
8015,1,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,80151
8015,1,3,4,4,4,4,4,4,1,4,4,7,4,4,1,4,7,1,1,4,4,4,4,1,4,7,1,4,2,2,4,4,2,1,3,4,2,1,80151
8015,1,6,4,1,4,4,4,4,1,1,4,4,1,1,1,1,3,4,1,1,4,4,1,4,4,4,1,4,1,1,1,1,3,1,4,4,3,4,80151
8015,1,9,7,4,4,4,4,4,1,1,7,4,4,4,1,4,1,4,1,4,4,4,4,1,4,7,4,4,1,1,1,1,1,4,4,4,1,4,80151
8015,1,12,5,4,4,4,1,5,4,4,4,4,1,2,6,1,1,1,1,1,1,6,6,7,4,4,1,4,1,1,7,4,4,1,4,4,3,1,80151
8016,0,0,1,5,5,5,5,6,2,2,1,5,5,3,1,5,7,5,5,3,5,5,1,5,1,5,7,2,7,2,5,5,6,5,7,3,5,5,80160
8016,0,3,1,5,5,5,6,6,2,2,2,2,5,2,2,2,5,5,5,2,5,5,2,5,2,5,5,5,5,2,5,2,5,2,6,5,5,5,80160
8016,0,6,1,6,6,6,6,5,1,2,2,5,6,2,1,5,6,6,6,3,6,5,2,2,2,2,6,2,6,2,6,3,6,5,6,2,5,6,80160
8016,0,9,2,2,6,5,7,5,1,5,2,5,2,2,1,3,6,3,6,2,6,5,1,5,1,2,6,3,6,2,6,1,6,3,7,1,6,7,80160
8016,1,0,2,3,7,4,6,3,1,2,1,2,7,4,1,2,7,1,4,1,7,2,4,5,2,1,7,1,7,5,5,1,7,1,7,1,7,6,80161
8016,1,3,2,4,7,5,6,3,1,5,2,1,6,5,1,5,6,1,4,1,6,2,2,3,2,4,7,1,6,6,6,1,6,1,7,1,6,6,80161
8016,1,6,2,6,7,2,7,2,1,1,1,2,7,4,1,2,6,2,5,1,6,2,2,6,1,3,6,2,6,5,6,2,6,2,6,1,6,6,80161
8016,1,9,2,2,6,4,7,2,1,6,2,5,6,4,2,5,6,2,6,4,5,2,2,4,3,4,6,2,5,5,5,2,6,2,6,1,6,7,80161
8016,1,12,2,6,7,6,7,2,1,2,1,2,6,4,2,2,6,2,6,2,5,3,2,5,2,4,6,4,6,2,6,2,6,2,6,2,4,6,80161
8017,0,0,1,6,7,3,7,2,1,2,1,2,6,5,1,3,7,1,5,1,6,1,2,1,1,1,7,1,7,5,5,2,7,1,7,1,5,6,80170
8017,0,3,1,6,7,2,7,3,1,5,1,4,6,5,1,4,7,1,3,4,6,3,5,3,1,2,7,3,7,5,4,5,6,5,6,5,3,5,80170
8017,0,6,1,3,7,5,7,5,1,5,1,5,6,5,1,5,6,3,4,5,5,2,4,5,1,4,6,5,7,5,4,2,7,5,4,5,3,6,80170
8017,0,9,1,5,7,2,7,5,1,5,1,3,7,5,1,5,7,1,5,5,7,5,5,7,1,1,7,1,7,2,4,5,7,5,5,1,4,4,80170
8017,1,0,3,7,5,2,4,6,2,2,2,6,5,6,2,2,5,4,4,1,5,2,2,6,3,1,5,2,5,2,4,4,4,6,6,5,4,2,80171
8017,1,3,5,6,5,2,4,2,2,2,2,2,5,5,2,5,4,2,5,2,4,2,5,6,4,1,4,2,5,3,3,2,5,6,4,5,4,3,80171
8017,1,6,3,7,4,2,4,3,3,2,2,4,4,4,1,2,3,2,5,1,4,2,4,6,4,1,4,3,3,4,4,2,3,6,4,5,3,2,80171
8017,1,9,4,7,4,4,3,4,4,1,4,4,4,4,4,1,4,4,4,2,4,4,6,4,4,1,2,4,3,4,1,4,5,6,4,4,3,4,80171
8017,1,12,3,7,4,2,5,2,4,2,2,4,5,6,2,1,5,4,2,2,4,2,4,6,4,1,5,4,3,4,2,4,4,6,4,5,2,5,80171
8018,0,0,5,5,5,4,5,5,2,2,2,4,5,2,2,2,5,4,4,2,5,2,5,5,3,3,4,5,5,2,4,2,6,2,5,2,5,2,80180
8018,1,0,3,5,5,3,6,5,2,3,3,2,6,5,3,3,5,5,4,2,5,5,5,5,2,3,5,3,6,1,4,3,5,2,5,3,5,5,80181
8019,0,0,2,2,6,5,6,3,1,2,2,2,6,5,1,1,6,3,6,3,6,2,2,6,2,2,6,5,6,2,6,2,6,2,6,2,6,2,80190
8019,0,3,3,4,5,5,5,4,3,4,3,4,4,3,3,3,3,3,4,4,5,3,4,3,3,3,5,4,5,5,4,7,5,4,4,3,4,5,80190
8019,0,6,3,5,5,4,5,3,3,3,3,4,5,3,3,3,5,3,5,3,3,3,3,5,3,3,5,3,5,3,5,3,5,3,5,3,5,3,80190
8019,0,9,2,6,6,5,6,6,3,3,3,3,5,3,3,3,4,3,5,3,5,3,5,3,3,3,5,3,5,5,5,3,5,3,5,3,5,3,80190
8019,1,0,1,7,6,1,6,1,4,1,1,1,7,5,2,2,6,1,7,1,7,1,1,7,4,1,7,1,7,5,7,5,7,1,6,1,7,4,80191
8019,1,3,1,6,4,1,6,1,4,1,1,1,5,5,1,1,7,5,5,1,5,1,1,6,1,1,7,1,7,5,4,4,7,1,7,1,7,5,80191
8019,1,6,1,7,6,1,7,1,1,1,1,1,7,1,1,1,7,1,4,1,7,1,5,7,1,1,6,4,7,5,4,4,7,1,5,1,7,1,80191
8019,1,9,1,7,5,1,6,1,3,1,1,1,4,5,2,1,6,1,1,1,6,1,6,7,2,1,6,1,7,7,2,4,7,1,6,1,4,1,80191
8019,1,12,1,7,6,1,7,1,2,1,1,1,7,5,1,1,7,1,3,1,7,1,6,7,1,1,6,1,7,7,2,1,7,1,5,1,5,4,80191
8020,0,0,2,2,6,3,6,2,2,2,2,2,2,2,2,2,6,2,6,2,6,1,1,1,1,1,6,2,6,1,7,1,6,2,6,1,7,1,80200
8020,0,3,2,6,6,2,6,2,2,1,1,1,6,4,1,1,1,1,7,1,6,2,2,6,1,1,6,1,6,1,6,1,6,1,7,1,6,1,80200
8020,0,6,2,6,6,2,6,1,1,1,1,1,1,3,1,1,7,1,6,1,7,1,1,6,1,1,6,1,6,1,6,1,7,1,7,1,5,1,80200
8020,0,9,2,6,6,4,6,2,2,2,2,2,6,2,2,2,7,2,7,2,7,2,2,5,2,2,6,2,6,2,7,2,7,2,7,2,7,2,80200
8020,0,12,2,6,6,3,6,2,2,2,2,2,6,2,1,1,6,1,6,1,6,1,1,6,2,2,7,1,7,1,6,1,7,1,7,1,6,1,80200
8020,1,0,3,2,4,4,4,4,4,5,4,5,5,4,4,5,5,3,4,1,6,1,1,1,1,5,6,2,6,1,6,2,6,4,6,1,4,4,80201
8020,1,3,3,4,5,2,7,2,1,4,1,3,7,1,1,3,1,2,6,2,7,2,2,5,1,4,7,2,7,1,7,2,7,1,7,1,6,5,80201
8020,1,6,1,4,7,2,7,2,1,4,1,2,7,1,1,2,7,2,7,1,7,1,1,6,1,4,7,1,7,1,7,1,7,1,7,1,5,6,80201
8020,1,9,1,3,7,4,7,1,1,4,1,1,7,1,1,1,7,1,7,1,7,1,1,1,1,3,7,1,7,1,7,1,7,1,7,1,7,5,80201
8020,1,12,1,6,7,3,7,1,1,4,1,4,7,1,1,2,7,2,7,1,7,1,1,4,1,4,7,1,7,1,7,1,7,1,7,1,7,5,80201
8021,0,0,3,3,6,4,6,5,2,4,3,4,6,4,2,5,5,5,3,3,6,4,5,5,2,4,5,4,5,2,3,3,5,2,5,3,4,4,80210
